Time	Node	Type	Packets	
6.5	bb-8	CacheHits	45
6.5	bb-8	CacheMisses	50
6.5	cgw-1	CacheHits	38
6.5	cgw-1	CacheMisses	58
6.5	cgw-2	CacheHits	42
6.5	cgw-2	CacheMisses	60
6.5	cgw-3	CacheHits	0
6.5	cgw-3	CacheMisses	49
6.5	cgw-4	CacheHits	54
6.5	cgw-4	CacheMisses	52
6.5	cgw-5	CacheHits	45
6.5	cgw-5	CacheMisses	51
6.5	cgw-6	CacheHits	57
6.5	cgw-6	CacheMisses	47
6.5	cgw-7	CacheHits	0
6.5	cgw-7	CacheMisses	45
6.5	cgw-8	CacheHits	45
6.5	cgw-8	CacheMisses	51
6.5	leaf-1	CacheHits	0
6.5	leaf-1	CacheMisses	55
6.5	leaf-2	CacheHits	0
6.5	leaf-2	CacheMisses	60
6.5	leaf-3	CacheHits	0
6.5	leaf-3	CacheMisses	46
6.5	leaf-4	CacheHits	0
6.5	leaf-4	CacheMisses	54
6.5	leaf-5	CacheHits	0
6.5	leaf-5	CacheMisses	50
6.5	leaf-6	CacheHits	0
6.5	leaf-6	CacheMisses	0
6.5	leaf-7	CacheHits	0
6.5	leaf-7	CacheMisses	55
6.5	leaf-8	CacheHits	0
6.5	leaf-8	CacheMisses	51
6.5	leaf-9	CacheHits	0
6.5	leaf-9	CacheMisses	45
6.5	leaf-10	CacheHits	0
6.5	leaf-10	CacheMisses	51
6.5	leaf-11	CacheHits	0
6.5	leaf-11	CacheMisses	47
6.5	leaf-12	CacheHits	0
6.5	leaf-12	CacheMisses	56
6.5	leaf-13	CacheHits	0
6.5	leaf-13	CacheMisses	0
6.5	leaf-14	CacheHits	0
6.5	leaf-14	CacheMisses	45
6.5	leaf-15	CacheHits	0
6.5	leaf-15	CacheMisses	45
6.5	leaf-16	CacheHits	0
6.5	leaf-16	CacheMisses	50
7	gw-root	CacheHits	0
7	gw-root	CacheMisses	52
7	bb-1	CacheHits	12
7	bb-1	CacheMisses	51
7	bb-2	CacheHits	64
7	bb-2	CacheMisses	52
7	bb-3	CacheHits	6
7	bb-3	CacheMisses	53
7	bb-4	CacheHits	49
7	bb-4	CacheMisses	50
7	bb-5	CacheHits	100
7	bb-5	CacheMisses	53
7	bb-6	CacheHits	56
7	bb-6	CacheMisses	58
7	bb-7	CacheHits	54
7	bb-7	CacheMisses	49
7	bb-8	CacheHits	52
7	bb-8	CacheMisses	49
7	cgw-1	CacheHits	28
7	cgw-1	CacheMisses	63
7	cgw-2	CacheHits	21
7	cgw-2	CacheMisses	84
7	cgw-3	CacheHits	0
7	cgw-3	CacheMisses	57
7	cgw-4	CacheHits	52
7	cgw-4	CacheMisses	55
7	cgw-5	CacheHits	48
7	cgw-5	CacheMisses	50
7	cgw-6	CacheHits	38
7	cgw-6	CacheMisses	49
7	cgw-7	CacheHits	0
7	cgw-7	CacheMisses	51
7	cgw-8	CacheHits	42
7	cgw-8	CacheMisses	49
7	leaf-1	CacheHits	0
7	leaf-1	CacheMisses	66
7	leaf-2	CacheHits	0
7	leaf-2	CacheMisses	51
7	leaf-3	CacheHits	0
7	leaf-3	CacheMisses	51
7	leaf-4	CacheHits	0
7	leaf-4	CacheMisses	54
7	leaf-5	CacheHits	0
7	leaf-5	CacheMisses	56
7	leaf-6	CacheHits	0
7	leaf-6	CacheMisses	0
7	leaf-7	CacheHits	0
7	leaf-7	CacheMisses	51
7	leaf-8	CacheHits	0
7	leaf-8	CacheMisses	55
7	leaf-9	CacheHits	0
7	leaf-9	CacheMisses	48
7	leaf-10	CacheHits	0
7	leaf-10	CacheMisses	49
7	leaf-11	CacheHits	0
7	leaf-11	CacheMisses	49
7	leaf-12	CacheHits	0
7	leaf-12	CacheMisses	49
7	leaf-13	CacheHits	0
7	leaf-13	CacheMisses	0
7	leaf-14	CacheHits	0
7	leaf-14	CacheMisses	52
7	leaf-15	CacheHits	0
7	leaf-15	CacheMisses	43
7	leaf-16	CacheHits	0
7	leaf-16	CacheMisses	49
7.5	gw-root	CacheHits	0
7.5	gw-root	CacheMisses	57
7.5	bb-1	CacheHits	1
7.5	bb-1	CacheMisses	58
7.5	bb-2	CacheHits	57
7.5	bb-2	CacheMisses	57
7.5	bb-3	CacheHits	35
7.5	bb-3	CacheMisses	59
7.5	bb-4	CacheHits	55
7.5	bb-4	CacheMisses	56
7.5	bb-5	CacheHits	90
7.5	bb-5	CacheMisses	47
7.5	bb-6	CacheHits	50
7.5	bb-6	CacheMisses	59
7.5	bb-7	CacheHits	54
7.5	bb-7	CacheMisses	56
7.5	bb-8	CacheHits	45
7.5	bb-8	CacheMisses	56
7.5	cgw-1	CacheHits	51
7.5	cgw-1	CacheMisses	44
7.5	cgw-2	CacheHits	2
7.5	cgw-2	CacheMisses	92
7.5	cgw-3	CacheHits	0
7.5	cgw-3	CacheMisses	49
7.5	cgw-4	CacheHits	44
7.5	cgw-4	CacheMisses	59
7.5	cgw-5	CacheHits	47
7.5	cgw-5	CacheMisses	55
7.5	cgw-6	CacheHits	55
7.5	cgw-6	CacheMisses	53
7.5	cgw-7	CacheHits	0
7.5	cgw-7	CacheMisses	47
7.5	cgw-8	CacheHits	38
7.5	cgw-8	CacheMisses	55
7.5	leaf-1	CacheHits	0
7.5	leaf-1	CacheMisses	44
7.5	leaf-2	CacheHits	0
7.5	leaf-2	CacheMisses	51
7.5	leaf-3	CacheHits	0
7.5	leaf-3	CacheMisses	47
7.5	leaf-4	CacheHits	0
7.5	leaf-4	CacheMisses	48
7.5	leaf-5	CacheHits	0
7.5	leaf-5	CacheMisses	49
7.5	leaf-6	CacheHits	0
7.5	leaf-6	CacheMisses	0
7.5	leaf-7	CacheHits	0
7.5	leaf-7	CacheMisses	45
7.5	leaf-8	CacheHits	0
7.5	leaf-8	CacheMisses	58
7.5	leaf-9	CacheHits	0
7.5	leaf-9	CacheMisses	47
7.5	leaf-10	CacheHits	0
7.5	leaf-10	CacheMisses	58
7.5	leaf-11	CacheHits	0
7.5	leaf-11	CacheMisses	51
7.5	leaf-12	CacheHits	0
7.5	leaf-12	CacheMisses	61
7.5	leaf-13	CacheHits	0
7.5	leaf-13	CacheMisses	0
7.5	leaf-14	CacheHits	0
7.5	leaf-14	CacheMisses	46
7.5	leaf-15	CacheHits	0
7.5	leaf-15	CacheMisses	37
7.5	leaf-16	CacheHits	0
7.5	leaf-16	CacheMisses	56
8	gw-root	CacheHits	0
8	gw-root	CacheMisses	53
8	bb-1	CacheHits	1
8	bb-1	CacheMisses	52
8	bb-2	CacheHits	50
8	bb-2	CacheMisses	52
8	bb-3	CacheHits	47
8	bb-3	CacheMisses	49
8	bb-4	CacheHits	43
8	bb-4	CacheMisses	41
8	bb-5	CacheHits	103
8	bb-5	CacheMisses	55
8	bb-6	CacheHits	52
8	bb-6	CacheMisses	48
8	bb-7	CacheHits	58
8	bb-7	CacheMisses	42
8	bb-8	CacheHits	53
8	bb-8	CacheMisses	46
8	cgw-1	CacheHits	53
8	cgw-1	CacheMisses	58
8	cgw-2	CacheHits	0
8	cgw-2	CacheMisses	98
8	cgw-3	CacheHits	0
8	cgw-3	CacheMisses	53
8	cgw-4	CacheHits	60
8	cgw-4	CacheMisses	50
8	cgw-5	CacheHits	56
8	cgw-5	CacheMisses	42
8	cgw-6	CacheHits	39
8	cgw-6	CacheMisses	53
8	cgw-7	CacheHits	0
8	cgw-7	CacheMisses	53
8	cgw-8	CacheHits	57
8	cgw-8	CacheMisses	48
8	leaf-1	CacheHits	0
8	leaf-1	CacheMisses	50
8	leaf-2	CacheHits	0
8	leaf-2	CacheMisses	63
8	leaf-3	CacheHits	0
8	leaf-3	CacheMisses	48
8	leaf-4	CacheHits	0
8	leaf-4	CacheMisses	51
8	leaf-5	CacheHits	0
8	leaf-5	CacheMisses	53
8	leaf-6	CacheHits	0
8	leaf-6	CacheMisses	0
8	leaf-7	CacheHits	0
8	leaf-7	CacheMisses	59
8	leaf-8	CacheHits	0
8	leaf-8	CacheMisses	50
8	leaf-9	CacheHits	0
8	leaf-9	CacheMisses	56
8	leaf-10	CacheHits	0
8	leaf-10	CacheMisses	40
8	leaf-11	CacheHits	0
8	leaf-11	CacheMisses	56
8	leaf-12	CacheHits	0
8	leaf-12	CacheMisses	53
8	leaf-13	CacheHits	0
8	leaf-13	CacheMisses	0
8	leaf-14	CacheHits	0
8	leaf-14	CacheMisses	53
8	leaf-15	CacheHits	0
8	leaf-15	CacheMisses	59
8	leaf-16	CacheHits	0
8	leaf-16	CacheMisses	48
8.5	gw-root	CacheHits	0
8.5	gw-root	CacheMisses	46
8.5	bb-1	CacheHits	12
8.5	bb-1	CacheMisses	46
8.5	bb-2	CacheHits	69
8.5	bb-2	CacheMisses	48
8.5	bb-3	CacheHits	32
8.5	bb-3	CacheMisses	50
8.5	bb-4	CacheHits	42
8.5	bb-4	CacheMisses	64
8.5	bb-5	CacheHits	101
8.5	bb-5	CacheMisses	63
8.5	bb-6	CacheHits	47
8.5	bb-6	CacheMisses	40
8.5	bb-7	CacheHits	52
8.5	bb-7	CacheMisses	35
8.5	bb-8	CacheHits	49
8.5	bb-8	CacheMisses	73
8.5	cgw-1	CacheHits	40
8.5	cgw-1	CacheMisses	50
8.5	cgw-2	CacheHits	0
8.5	cgw-2	CacheMisses	113
8.5	cgw-3	CacheHits	0
8.5	cgw-3	CacheMisses	47
8.5	cgw-4	CacheHits	50
8.5	cgw-4	CacheMisses	39
8.5	cgw-5	CacheHits	53
8.5	cgw-5	CacheMisses	32
8.5	cgw-6	CacheHits	30
8.5	cgw-6	CacheMisses	52
8.5	cgw-7	CacheHits	0
8.5	cgw-7	CacheMisses	47
8.5	cgw-8	CacheHits	60
8.5	cgw-8	CacheMisses	72
8.5	leaf-1	CacheHits	0
8.5	leaf-1	CacheMisses	41
8.5	leaf-2	CacheHits	0
8.5	leaf-2	CacheMisses	50
8.5	leaf-3	CacheHits	0
8.5	leaf-3	CacheMisses	54
8.5	leaf-4	CacheHits	0
8.5	leaf-4	CacheMisses	59
8.5	leaf-5	CacheHits	0
8.5	leaf-5	CacheMisses	46
8.5	leaf-6	CacheHits	0
8.5	leaf-6	CacheMisses	0
8.5	leaf-7	CacheHits	0
8.5	leaf-7	CacheMisses	50
8.5	leaf-8	CacheHits	0
8.5	leaf-8	CacheMisses	41
8.5	leaf-9	CacheHits	0
8.5	leaf-9	CacheMisses	53
8.5	leaf-10	CacheHits	0
8.5	leaf-10	CacheMisses	34
8.5	leaf-11	CacheHits	0
8.5	leaf-11	CacheMisses	51
8.5	leaf-12	CacheHits	0
8.5	leaf-12	CacheMisses	51
8.5	leaf-13	CacheHits	0
8.5	leaf-13	CacheMisses	0
8.5	leaf-14	CacheHits	0
8.5	leaf-14	CacheMisses	48
8.5	leaf-15	CacheHits	0
8.5	leaf-15	CacheMisses	59
8.5	leaf-16	CacheHits	0
8.5	leaf-16	CacheMisses	71
9	gw-root	CacheHits	0
9	gw-root	CacheMisses	44
9	bb-1	CacheHits	5
9	bb-1	CacheMisses	44
9	bb-2	CacheHits	40
9	bb-2	CacheMisses	43
9	bb-3	CacheHits	42
9	bb-3	CacheMisses	42
9	bb-4	CacheHits	58
9	bb-4	CacheMisses	63
9	bb-5	CacheHits	99
9	bb-5	CacheMisses	42
9	bb-6	CacheHits	51
9	bb-6	CacheMisses	43
9	bb-7	CacheHits	38
9	bb-7	CacheMisses	51
9	bb-8	CacheHits	49
9	bb-8	CacheMisses	63
9	cgw-1	CacheHits	46
9	cgw-1	CacheMisses	49
9	cgw-2	CacheHits	0
9	cgw-2	CacheMisses	95
9	cgw-3	CacheHits	0
9	cgw-3	CacheMisses	50
9	cgw-4	CacheHits	51
9	cgw-4	CacheMisses	43
9	cgw-5	CacheHits	48
9	cgw-5	CacheMisses	54
9	cgw-6	CacheHits	25
9	cgw-6	CacheMisses	47
9	cgw-7	CacheHits	0
9	cgw-7	CacheMisses	50
9	cgw-8	CacheHits	68
9	cgw-8	CacheMisses	63
9	leaf-1	CacheHits	0
9	leaf-1	CacheMisses	45
9	leaf-2	CacheHits	0
9	leaf-2	CacheMisses	49
9	leaf-3	CacheHits	0
9	leaf-3	CacheMisses	51
9	leaf-4	CacheHits	0
9	leaf-4	CacheMisses	42
9	leaf-5	CacheHits	0
9	leaf-5	CacheMisses	51
9	leaf-6	CacheHits	0
9	leaf-6	CacheMisses	0
9	leaf-7	CacheHits	0
9	leaf-7	CacheMisses	51
9	leaf-8	CacheHits	0
9	leaf-8	CacheMisses	41
9	leaf-9	CacheHits	0
9	leaf-9	CacheMisses	48
9	leaf-10	CacheHits	0
9	leaf-10	CacheMisses	52
9	leaf-11	CacheHits	0
9	leaf-11	CacheMisses	48
9	leaf-12	CacheHits	0
9	leaf-12	CacheMisses	47
9	leaf-13	CacheHits	0
9	leaf-13	CacheMisses	0
9	leaf-14	CacheHits	0
9	leaf-14	CacheMisses	50
9	leaf-15	CacheHits	0
9	leaf-15	CacheMisses	69
9	leaf-16	CacheHits	0
9	leaf-16	CacheMisses	63
9.5	gw-root	CacheHits	0
9.5	gw-root	CacheMisses	54
9.5	bb-1	CacheHits	7
9.5	bb-1	CacheMisses	54
9.5	bb-2	CacheHits	30
9.5	bb-2	CacheMisses	53
9.5	bb-3	CacheHits	52
9.5	bb-3	CacheMisses	53
9.5	bb-4	CacheHits	47
9.5	bb-4	CacheMisses	49
9.5	bb-5	CacheHits	106
9.5	bb-5	CacheMisses	53
9.5	bb-6	CacheHits	59
9.5	bb-6	CacheMisses	53
9.5	bb-7	CacheHits	43
9.5	bb-7	CacheMisses	46
9.5	bb-8	CacheHits	61
9.5	bb-8	CacheMisses	49
9.5	cgw-1	CacheHits	63
9.5	cgw-1	CacheMisses	55
9.5	cgw-2	CacheHits	0
9.5	cgw-2	CacheMisses	104
9.5	cgw-3	CacheHits	0
9.5	cgw-3	CacheMisses	59
9.5	cgw-4	CacheHits	47
9.5	cgw-4	CacheMisses	53
9.5	cgw-5	CacheHits	48
9.5	cgw-5	CacheMisses	44
9.5	cgw-6	CacheHits	24
9.5	cgw-6	CacheMisses	50
9.5	cgw-7	CacheHits	0
9.5	cgw-7	CacheMisses	61
9.5	cgw-8	CacheHits	55
9.5	cgw-8	CacheMisses	48
9.5	leaf-1	CacheHits	0
9.5	leaf-1	CacheMisses	63
9.5	leaf-2	CacheHits	0
9.5	leaf-2	CacheMisses	55
9.5	leaf-3	CacheHits	0
9.5	leaf-3	CacheMisses	53
9.5	leaf-4	CacheHits	0
9.5	leaf-4	CacheMisses	51
9.5	leaf-5	CacheHits	0
9.5	leaf-5	CacheMisses	59
9.5	leaf-6	CacheHits	0
9.5	leaf-6	CacheMisses	0
9.5	leaf-7	CacheHits	0
9.5	leaf-7	CacheMisses	47
9.5	leaf-8	CacheHits	0
9.5	leaf-8	CacheMisses	54
9.5	leaf-9	CacheHits	0
9.5	leaf-9	CacheMisses	48
9.5	leaf-10	CacheHits	0
9.5	leaf-10	CacheMisses	43
9.5	leaf-11	CacheHits	0
9.5	leaf-11	CacheMisses	49
9.5	leaf-12	CacheHits	0
9.5	leaf-12	CacheMisses	51
9.5	leaf-13	CacheHits	0
9.5	leaf-13	CacheMisses	0
9.5	leaf-14	CacheHits	0
9.5	leaf-14	CacheMisses	60
9.5	leaf-15	CacheHits	0
9.5	leaf-15	CacheMisses	54
9.5	leaf-16	CacheHits	0
9.5	leaf-16	CacheMisses	48
10	gw-root	CacheHits	0
10	gw-root	CacheMisses	59
10	bb-1	CacheHits	9
10	bb-1	CacheMisses	59
10	bb-2	CacheHits	41
10	bb-2	CacheMisses	60
10	bb-3	CacheHits	43
10	bb-3	CacheMisses	46
10	bb-4	CacheHits	63
10	bb-4	CacheMisses	63
10	bb-5	CacheHits	98
10	bb-5	CacheMisses	46
10	bb-6	CacheHits	34
10	bb-6	CacheMisses	51
10	bb-7	CacheHits	62
10	bb-7	CacheMisses	63
10	bb-8	CacheHits	42
10	bb-8	CacheMisses	64
10	cgw-1	CacheHits	57
10	cgw-1	CacheMisses	49
10	cgw-2	CacheHits	0
10	cgw-2	CacheMisses	91
10	cgw-3	CacheHits	0
10	cgw-3	CacheMisses	57
10	cgw-4	CacheHits	51
10	cgw-4	CacheMisses	44
10	cgw-5	CacheHits	53
10	cgw-5	CacheMisses	57
10	cgw-6	CacheHits	46
10	cgw-6	CacheMisses	64
10	cgw-7	CacheHits	0
10	cgw-7	CacheMisses	42
10	cgw-8	CacheHits	50
10	cgw-8	CacheMisses	64
10	leaf-1	CacheHits	0
10	leaf-1	CacheMisses	58
10	leaf-2	CacheHits	0
10	leaf-2	CacheMisses	50
10	leaf-3	CacheHits	0
10	leaf-3	CacheMisses	46
10	leaf-4	CacheHits	0
10	leaf-4	CacheMisses	48
10	leaf-5	CacheHits	0
10	leaf-5	CacheMisses	56
10	leaf-6	CacheHits	0
10	leaf-6	CacheMisses	0
10	leaf-7	CacheHits	0
10	leaf-7	CacheMisses	52
10	leaf-8	CacheHits	0
10	leaf-8	CacheMisses	44
10	leaf-9	CacheHits	0
10	leaf-9	CacheMisses	53
10	leaf-10	CacheHits	0
10	leaf-10	CacheMisses	59
10	leaf-11	CacheHits	0
10	leaf-11	CacheMisses	51
10	leaf-12	CacheHits	0
10	leaf-12	CacheMisses	64
10	leaf-13	CacheHits	0
10	leaf-13	CacheMisses	0
10	leaf-14	CacheHits	0
10	leaf-14	CacheMisses	42
10	leaf-15	CacheHits	0
10	leaf-15	CacheMisses	51
10	leaf-16	CacheHits	0
10	leaf-16	CacheMisses	64
10.5	gw-root	CacheHits	0
10.5	gw-root	CacheMisses	52
10.5	bb-1	CacheHits	0
10.5	bb-1	CacheMisses	52
10.5	bb-2	CacheHits	60
10.5	bb-2	CacheMisses	51
10.5	bb-3	CacheHits	51
10.5	bb-3	CacheMisses	54
10.5	bb-4	CacheHits	68
10.5	bb-4	CacheMisses	51
10.5	bb-5	CacheHits	99
10.5	bb-5	CacheMisses	54
10.5	bb-6	CacheHits	37
10.5	bb-6	CacheMisses	52
10.5	bb-7	CacheHits	51
10.5	bb-7	CacheMisses	47
10.5	bb-8	CacheHits	31
10.5	bb-8	CacheMisses	70
10.5	cgw-1	CacheHits	49
10.5	cgw-1	CacheMisses	48
10.5	cgw-2	CacheHits	0
10.5	cgw-2	CacheMisses	108
10.5	cgw-3	CacheHits	0
10.5	cgw-3	CacheMisses	52
10.5	cgw-4	CacheHits	49
10.5	cgw-4	CacheMisses	57
10.5	cgw-5	CacheHits	51
10.5	cgw-5	CacheMisses	51
10.5	cgw-6	CacheHits	56
10.5	cgw-6	CacheMisses	47
10.5	cgw-7	CacheHits	0
10.5	cgw-7	CacheMisses	51
10.5	cgw-8	CacheHits	52
10.5	cgw-8	CacheMisses	53
10.5	leaf-1	CacheHits	0
10.5	leaf-1	CacheMisses	48
10.5	leaf-2	CacheHits	0
10.5	leaf-2	CacheMisses	47
10.5	leaf-3	CacheHits	0
10.5	leaf-3	CacheMisses	52
10.5	leaf-4	CacheHits	0
10.5	leaf-4	CacheMisses	55
10.5	leaf-5	CacheHits	0
10.5	leaf-5	CacheMisses	53
10.5	leaf-6	CacheHits	0
10.5	leaf-6	CacheMisses	0
10.5	leaf-7	CacheHits	0
10.5	leaf-7	CacheMisses	48
10.5	leaf-8	CacheHits	0
10.5	leaf-8	CacheMisses	56
10.5	leaf-9	CacheHits	0
10.5	leaf-9	CacheMisses	51
10.5	leaf-10	CacheHits	0
10.5	leaf-10	CacheMisses	49
10.5	leaf-11	CacheHits	0
10.5	leaf-11	CacheMisses	56
10.5	leaf-12	CacheHits	0
10.5	leaf-12	CacheMisses	47
10.5	leaf-13	CacheHits	0
10.5	leaf-13	CacheMisses	0
10.5	leaf-14	CacheHits	0
10.5	leaf-14	CacheMisses	52
10.5	leaf-15	CacheHits	0
10.5	leaf-15	CacheMisses	51
10.5	leaf-16	CacheHits	0
10.5	leaf-16	CacheMisses	52
11	gw-root	CacheHits	0
11	gw-root	CacheMisses	51
11	bb-1	CacheHits	0
11	bb-1	CacheMisses	51
11	bb-2	CacheHits	74
11	bb-2	CacheMisses	51
11	bb-3	CacheHits	44
11	bb-3	CacheMisses	45
11	bb-4	CacheHits	79
11	bb-4	CacheMisses	79
11	bb-5	CacheHits	122
11	bb-5	CacheMisses	45
11	bb-6	CacheHits	38
11	bb-6	CacheMisses	51
11	bb-7	CacheHits	40
11	bb-7	CacheMisses	50
11	bb-8	CacheHits	32
11	bb-8	CacheMisses	100
11	cgw-1	CacheHits	39
11	cgw-1	CacheMisses	57
11	cgw-2	CacheHits	0
11	cgw-2	CacheMisses	97
11	cgw-3	CacheHits	0
11	cgw-3	CacheMisses	50
11	cgw-4	CacheHits	49
11	cgw-4	CacheMisses	54
11	cgw-5	CacheHits	52
11	cgw-5	CacheMisses	48
11	cgw-6	CacheHits	41
11	cgw-6	CacheMisses	51
11	cgw-7	CacheHits	0
11	cgw-7	CacheMisses	48
11	cgw-8	CacheHits	0
11	cgw-8	CacheMisses	84
11	leaf-1	CacheHits	0
11	leaf-1	CacheMisses	61
11	leaf-2	CacheHits	0
11	leaf-2	CacheMisses	52
11	leaf-3	CacheHits	0
11	leaf-3	CacheMisses	54
11	leaf-4	CacheHits	0
11	leaf-4	CacheMisses	42
11	leaf-5	CacheHits	0
11	leaf-5	CacheMisses	49
11	leaf-6	CacheHits	0
11	leaf-6	CacheMisses	0
11	leaf-7	CacheHits	0
11	leaf-7	CacheMisses	50
11	leaf-8	CacheHits	0
11	leaf-8	CacheMisses	54
11	leaf-9	CacheHits	0
11	leaf-9	CacheMisses	53
11	leaf-10	CacheHits	0
11	leaf-10	CacheMisses	52
11	leaf-11	CacheHits	0
11	leaf-11	CacheMisses	45
11	leaf-12	CacheHits	0
11	leaf-12	CacheMisses	51
11	leaf-13	CacheHits	0
11	leaf-13	CacheMisses	0
11	leaf-14	CacheHits	0
11	leaf-14	CacheMisses	47
11	leaf-15	CacheHits	0
11	leaf-15	CacheMisses	34
11	leaf-16	CacheHits	0
11	leaf-16	CacheMisses	52
11.5	gw-root	CacheHits	0
11.5	gw-root	CacheMisses	53
11.5	bb-1	CacheHits	0
11.5	bb-1	CacheMisses	54
11.5	bb-2	CacheHits	132
11.5	bb-2	CacheMisses	54
11.5	bb-3	CacheHits	28
11.5	bb-3	CacheMisses	57
11.5	bb-4	CacheHits	67
11.5	bb-4	CacheMisses	99
11.5	bb-5	CacheHits	100
11.5	bb-5	CacheMisses	57
11.5	bb-6	CacheHits	1
11.5	bb-6	CacheMisses	57
11.5	bb-7	CacheHits	37
11.5	bb-7	CacheMisses	57
11.5	bb-8	CacheHits	52
11.5	bb-8	CacheMisses	103
11.5	cgw-1	CacheHits	40
11.5	cgw-1	CacheMisses	50
11.5	cgw-2	CacheHits	0
11.5	cgw-2	CacheMisses	103
11.5	cgw-3	CacheHits	0
11.5	cgw-3	CacheMisses	58
11.5	cgw-4	CacheHits	47
11.5	cgw-4	CacheMisses	51
11.5	cgw-5	CacheHits	48
11.5	cgw-5	CacheMisses	47
11.5	cgw-6	CacheHits	45
11.5	cgw-6	CacheMisses	55
11.5	cgw-7	CacheHits	0
11.5	cgw-7	CacheMisses	50
11.5	cgw-8	CacheHits	0
11.5	cgw-8	CacheMisses	108
11.5	leaf-1	CacheHits	0
11.5	leaf-1	CacheMisses	50
11.5	leaf-2	CacheHits	0
11.5	leaf-2	CacheMisses	55
11.5	leaf-3	CacheHits	0
11.5	leaf-3	CacheMisses	45
11.5	leaf-4	CacheHits	0
11.5	leaf-4	CacheMisses	58
11.5	leaf-5	CacheHits	0
11.5	leaf-5	CacheMisses	58
11.5	leaf-6	CacheHits	0
11.5	leaf-6	CacheMisses	0
11.5	leaf-7	CacheHits	0
11.5	leaf-7	CacheMisses	47
11.5	leaf-8	CacheHits	0
11.5	leaf-8	CacheMisses	51
11.5	leaf-9	CacheHits	0
11.5	leaf-9	CacheMisses	48
11.5	leaf-10	CacheHits	0
11.5	leaf-10	CacheMisses	45
11.5	leaf-11	CacheHits	0
11.5	leaf-11	CacheMisses	44
11.5	leaf-12	CacheHits	0
11.5	leaf-12	CacheMisses	55
11.5	leaf-13	CacheHits	0
11.5	leaf-13	CacheMisses	0
11.5	leaf-14	CacheHits	0
11.5	leaf-14	CacheMisses	50
11.5	leaf-15	CacheHits	0
11.5	leaf-15	CacheMisses	54
11.5	leaf-16	CacheHits	0
11.5	leaf-16	CacheMisses	52
12	gw-root	CacheHits	0
12	gw-root	CacheMisses	46
12	bb-1	CacheHits	5
12	bb-1	CacheMisses	45
12	bb-2	CacheHits	101
12	bb-2	CacheMisses	47
12	bb-3	CacheHits	57
12	bb-3	CacheMisses	67
12	bb-4	CacheHits	75
12	bb-4	CacheMisses	85
12	bb-5	CacheHits	74
12	bb-5	CacheMisses	92
12	bb-6	CacheHits	34
12	bb-6	CacheMisses	61
12	bb-7	CacheHits	31
12	bb-7	CacheMisses	57
12	bb-8	CacheHits	44
12	bb-8	CacheMisses	90
12	cgw-1	CacheHits	17
12	cgw-1	CacheMisses	47
12	cgw-2	CacheHits	0
12	cgw-2	CacheMisses	105
12	cgw-3	CacheHits	0
12	cgw-3	CacheMisses	62
12	cgw-4	CacheHits	53
12	cgw-4	CacheMisses	39
12	cgw-5	CacheHits	49
12	cgw-5	CacheMisses	74
12	cgw-6	CacheHits	49
12	cgw-6	CacheMisses	48
12	cgw-7	CacheHits	0
12	cgw-7	CacheMisses	43
12	cgw-8	CacheHits	0
12	cgw-8	CacheMisses	92
12	leaf-1	CacheHits	0
12	leaf-1	CacheMisses	46
12	leaf-2	CacheHits	0
12	leaf-2	CacheMisses	47
12	leaf-3	CacheHits	0
12	leaf-3	CacheMisses	51
12	leaf-4	CacheHits	0
12	leaf-4	CacheMisses	55
12	leaf-5	CacheHits	0
12	leaf-5	CacheMisses	63
12	leaf-6	CacheHits	0
12	leaf-6	CacheMisses	0
12	leaf-7	CacheHits	0
12	leaf-7	CacheMisses	53
12	leaf-8	CacheHits	0
12	leaf-8	CacheMisses	39
12	leaf-9	CacheHits	0
12	leaf-9	CacheMisses	48
12	leaf-10	CacheHits	0
12	leaf-10	CacheMisses	73
12	leaf-11	CacheHits	0
12	leaf-11	CacheMisses	49
12	leaf-12	CacheHits	0
12	leaf-12	CacheMisses	48
12	leaf-13	CacheHits	0
12	leaf-13	CacheMisses	0
12	leaf-14	CacheHits	0
12	leaf-14	CacheMisses	43
12	leaf-15	CacheHits	0
12	leaf-15	CacheMisses	48
12	leaf-16	CacheHits	0
12	leaf-16	CacheMisses	45
12.5	gw-root	CacheHits	0
12.5	gw-root	CacheMisses	51
12.5	bb-1	CacheHits	20
12.5	bb-1	CacheMisses	52
12.5	bb-2	CacheHits	56
12.5	bb-2	CacheMisses	56
12.5	bb-3	CacheHits	53
12.5	bb-3	CacheMisses	69
12.5	bb-4	CacheHits	81
12.5	bb-4	CacheMisses	73
12.5	bb-5	CacheHits	100
12.5	bb-5	CacheMisses	71
12.5	bb-6	CacheHits	50
12.5	bb-6	CacheMisses	53
12.5	bb-7	CacheHits	34
12.5	bb-7	CacheMisses	52
12.5	bb-8	CacheHits	36
12.5	bb-8	CacheMisses	96
12.5	cgw-1	CacheHits	32
12.5	cgw-1	CacheMisses	52
12.5	cgw-2	CacheHits	0
12.5	cgw-2	CacheMisses	113
12.5	cgw-3	CacheHits	0
12.5	cgw-3	CacheMisses	52
12.5	cgw-4	CacheHits	46
12.5	cgw-4	CacheMisses	51
12.5	cgw-5	CacheHits	54
12.5	cgw-5	CacheMisses	44
12.5	cgw-6	CacheHits	56
12.5	cgw-6	CacheMisses	61
12.5	cgw-7	CacheHits	0
12.5	cgw-7	CacheMisses	49
12.5	cgw-8	CacheHits	0
12.5	cgw-8	CacheMisses	91
