Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
7	bb-4	combined	Drop	0	0	0	0
7	bb-5	combined	Drop	0	0	0	0
7	bb-6	combined	Drop	0	0	0	0
7	bb-7	combined	Drop	0	0	0	0
7	bb-8	combined	Drop	0	0	0	0
7	cgw-1	combined	Drop	0	0	0	0
7	cgw-2	combined	Drop	0	0	0	0
7	cgw-3	combined	Drop	0	0	0	0
7	cgw-4	combined	Drop	0	0	0	0
7	cgw-5	combined	Drop	0	0	0	0
7	cgw-6	combined	Drop	0	0	0	0
7	cgw-7	combined	Drop	0	0	0	0
7	cgw-8	combined	Drop	0	0	0	0
7	leaf-1	combined	Drop	0	0	0	0
7	leaf-2	combined	Drop	0	0	0	0
7	leaf-3	combined	Drop	0	0	0	0
7	leaf-4	combined	Drop	0	0	0	0
7	leaf-5	combined	Drop	0	0	0	0
7	leaf-6	combined	Drop	0	0	0	0
7	leaf-7	combined	Drop	0	0	0	0
7	leaf-8	combined	Drop	0	0	0	0
7	leaf-9	combined	Drop	0	0	0	0
7	leaf-10	combined	Drop	0	0	0	0
7	leaf-11	combined	Drop	0	0	0	0
7	leaf-12	combined	Drop	0	0	0	0
7	leaf-13	combined	Drop	0	0	0	0
7	leaf-14	combined	Drop	0	0	0	0
7	leaf-15	combined	Drop	0	0	0	0
7	leaf-16	combined	Drop	0	0	0	0
7.5	gw-root	combined	Drop	0	0	0	0
7.5	bb-1	combined	Drop	0	0	0	0
7.5	bb-2	combined	Drop	0	0	0	0
7.5	bb-3	combined	Drop	0	0	0	0
7.5	bb-4	combined	Drop	0	0	0	0
7.5	bb-5	combined	Drop	0	0	0	0
7.5	bb-6	combined	Drop	0	0	0	0
7.5	bb-7	combined	Drop	0	0	0	0
7.5	bb-8	combined	Drop	0	0	0	0
7.5	cgw-1	combined	Drop	0	0	0	0
7.5	cgw-2	combined	Drop	0	0	0	0
7.5	cgw-3	combined	Drop	0	0	0	0
7.5	cgw-4	combined	Drop	0	0	0	0
7.5	cgw-5	combined	Drop	0	0	0	0
7.5	cgw-6	combined	Drop	0	0	0	0
7.5	cgw-7	combined	Drop	0	0	0	0
7.5	cgw-8	combined	Drop	0	0	0	0
7.5	leaf-1	combined	Drop	0	0	0	0
7.5	leaf-2	combined	Drop	0	0	0	0
7.5	leaf-3	combined	Drop	0	0	0	0
7.5	leaf-4	combined	Drop	0	0	0	0
7.5	leaf-5	combined	Drop	0	0	0	0
7.5	leaf-6	combined	Drop	0	0	0	0
7.5	leaf-7	combined	Drop	0	0	0	0
7.5	leaf-8	combined	Drop	0	0	0	0
7.5	leaf-9	combined	Drop	0	0	0	0
7.5	leaf-10	combined	Drop	0	0	0	0
7.5	leaf-11	combined	Drop	0	0	0	0
7.5	leaf-12	combined	Drop	0	0	0	0
7.5	leaf-13	combined	Drop	0	0	0	0
7.5	leaf-14	combined	Drop	0	0	0	0
7.5	leaf-15	combined	Drop	0	0	0	0
7.5	leaf-16	combined	Drop	0	0	0	0
8	gw-root	combined	Drop	0	0	0	0
8	bb-1	combined	Drop	0	0	0	0
8	bb-2	combined	Drop	0	0	0	0
8	bb-3	combined	Drop	0	0	0	0
8	bb-4	combined	Drop	0	0	0	0
8	bb-5	combined	Drop	0	0	0	0
8	bb-6	combined	Drop	0	0	0	0
8	bb-7	combined	Drop	0	0	0	0
8	bb-8	combined	Drop	0	0	0	0
8	cgw-1	combined	Drop	0	0	0	0
8	cgw-2	combined	Drop	0	0	0	0
8	cgw-3	combined	Drop	0	0	0	0
8	cgw-4	combined	Drop	0	0	0	0
8	cgw-5	combined	Drop	0	0	0	0
8	cgw-6	combined	Drop	0	0	0	0
8	cgw-7	combined	Drop	0	0	0	0
8	cgw-8	combined	Drop	0	0	0	0
8	leaf-1	combined	Drop	0	0	0	0
8	leaf-2	combined	Drop	0	0	0	0
8	leaf-3	combined	Drop	0	0	0	0
8	leaf-4	combined	Drop	0	0	0	0
8	leaf-5	combined	Drop	0	0	0	0
8	leaf-6	combined	Drop	0	0	0	0
8	leaf-7	combined	Drop	0	0	0	0
8	leaf-8	combined	Drop	0	0	0	0
8	leaf-9	combined	Drop	0	0	0	0
8	leaf-10	combined	Drop	0	0	0	0
8	leaf-11	combined	Drop	0	0	0	0
8	leaf-12	combined	Drop	0	0	0	0
8	leaf-13	combined	Drop	0	0	0	0
8	leaf-14	combined	Drop	0	0	0	0
8	leaf-15	combined	Drop	0	0	0	0
8	leaf-16	combined	Drop	0	0	0	0
8.5	gw-root	combined	Drop	0	0	0	0
8.5	bb-1	combined	Drop	0	0	0	0
8.5	bb-2	combined	Drop	0	0	0	0
8.5	bb-3	combined	Drop	0	0	0	0
8.5	bb-4	combined	Drop	0	0	0	0
8.5	bb-5	combined	Drop	0	0	0	0
8.5	bb-6	combined	Drop	0	0	0	0
8.5	bb-7	combined	Drop	0	0	0	0
8.5	bb-8	combined	Drop	0	0	0	0
8.5	cgw-1	combined	Drop	0	0	0	0
8.5	cgw-2	combined	Drop	0	0	0	0
8.5	cgw-3	combined	Drop	0	0	0	0
8.5	cgw-4	combined	Drop	0	0	0	0
8.5	cgw-5	combined	Drop	0	0	0	0
8.5	cgw-6	combined	Drop	0	0	0	0
8.5	cgw-7	combined	Drop	0	0	0	0
8.5	cgw-8	combined	Drop	0	0	0	0
8.5	leaf-1	combined	Drop	0	0	0	0
8.5	leaf-2	combined	Drop	0	0	0	0
8.5	leaf-3	combined	Drop	0	0	0	0
8.5	leaf-4	combined	Drop	0	0	0	0
8.5	leaf-5	combined	Drop	0	0	0	0
8.5	leaf-6	combined	Drop	0	0	0	0
8.5	leaf-7	combined	Drop	0	0	0	0
8.5	leaf-8	combined	Drop	0	0	0	0
8.5	leaf-9	combined	Drop	0	0	0	0
8.5	leaf-10	combined	Drop	0	0	0	0
8.5	leaf-11	combined	Drop	0	0	0	0
8.5	leaf-12	combined	Drop	0	0	0	0
8.5	leaf-13	combined	Drop	0	0	0	0
8.5	leaf-14	combined	Drop	0	0	0	0
8.5	leaf-15	combined	Drop	0	0	0	0
8.5	leaf-16	combined	Drop	0	0	0	0
9	gw-root	combined	Drop	0	0	0	0
9	bb-1	combined	Drop	0	0	0	0
9	bb-2	combined	Drop	0	0	0	0
9	bb-3	combined	Drop	0	0	0	0
9	bb-4	combined	Drop	0	0	0	0
9	bb-5	combined	Drop	0	0	0	0
9	bb-6	combined	Drop	0	0	0	0
9	bb-7	combined	Drop	0	0	0	0
9	bb-8	combined	Drop	0	0	0	0
9	cgw-1	combined	Drop	0	0	0	0
9	cgw-2	combined	Drop	0	0	0	0
9	cgw-3	combined	Drop	0	0	0	0
9	cgw-4	combined	Drop	0	0	0	0
9	cgw-5	combined	Drop	0	0	0	0
9	cgw-6	combined	Drop	0	0	0	0
9	cgw-7	combined	Drop	0	0	0	0
9	cgw-8	combined	Drop	0	0	0	0
9	leaf-1	combined	Drop	0	0	0	0
9	leaf-2	combined	Drop	0	0	0	0
